row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
5002,812.3812866210938,11.03458,DETECTED,812.381 m/z @11.0 [26C sample 1],812.3812866210938,11.03458,
5003,812.5040283203125,3.217085,DETECTED,812.504 m/z @3.2 [26C sample 1],812.5040283203125,3.217085,
5004,812.6837768554688,2.8347450000000003,DETECTED,812.684 m/z @2.8 [26C sample 1],812.6837768554688,2.8347450000000003,
5005,813.00732421875,3.23842,DETECTED,813.007 m/z @3.2 [26C sample 1],813.00732421875,3.23842,
5006,813.1348876953125,10.050911666666666,DETECTED,813.135 m/z @10.1 [26C sample 1],813.1348876953125,10.050911666666666,
5007,813.5059204101562,3.2597466666666666,DETECTED,813.506 m/z @3.3 [26C sample 1],813.5059204101562,3.2597466666666666,
5008,814.0135498046875,3.23842,DETECTED,814.014 m/z @3.2 [26C sample 1],814.0135498046875,3.23842,
5009,814.9987182617188,15.934920000000002,DETECTED,814.999 m/z @15.9 [26C sample 1],814.9987182617188,15.934920000000002,
5010,815.4989624023438,3.0037516666666666,DETECTED,815.499 m/z @3.0 [26C sample 1],815.4989624023438,3.0037516666666666,
5011,816.4539794921875,2.919425,DETECTED,816.454 m/z @2.9 [26C sample 1],816.4539794921875,2.919425,
5012,816.5704956054688,2.7264133333333334,DETECTED,816.570 m/z @2.7 [26C sample 1],816.5704956054688,2.7264133333333334,
5013,816.7908325195312,30.0746,DETECTED,816.791 m/z @30.1 [26C sample 1],816.7908325195312,30.0746,
5014,817.1679077148438,3.4527566666666667,DETECTED,817.168 m/z @3.5 [26C sample 1],817.1679077148438,3.4527566666666667,
5015,817.5048217773438,3.430923333333333,DETECTED,817.505 m/z @3.4 [26C sample 1],817.5048217773438,3.430923333333333,
5016,817.529541015625,3.0674116666666666,DETECTED,817.530 m/z @3.1 [26C sample 1],817.529541015625,3.0674116666666666,
5017,817.8402099609375,3.3879116666666667,DETECTED,817.840 m/z @3.4 [26C sample 1],817.8402099609375,3.3879116666666667,
5018,818.4146118164062,2.8772533333333334,DETECTED,818.415 m/z @2.9 [26C sample 1],818.4146118164062,2.8772533333333334,
5019,818.521728515625,2.9404116666666664,DETECTED,818.522 m/z @2.9 [26C sample 1],818.521728515625,2.9404116666666664,
5020,819.0186767578125,2.980426666666667,DETECTED,819.019 m/z @3.0 [26C sample 1],819.0186767578125,2.980426666666667,
